UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Matt Nicholls,@mnicholls19,2013-05-29T19:36:52.000Z,"Noone follows willie on twitter anyway, so noones going to see his announcment. #thistweetisreallydumb",,,
